year,price,transmission,mileage,fuelType,engineSize
2014,13950.0,Semi-Auto,45527.0,Diesel,2.1
2011,7995.0,Automatic,83000.0,Petrol,1.8
2019,19980.0,Semi-Auto,14269.0,Petrol,1.5
2019,27889.0,Semi-Auto,10111.0,Diesel,2.0
2016,29995.0,Semi-Auto,33977.0,Petrol,3.0
2019,29990.0,Automatic,5376.0,Petrol,2.0
2020,68995.0,Automatic,2000.0,Petrol,4.0
2015,19099.0,Semi-Auto,29000.0,Diesel,2.1
2016,16390.0,Semi-Auto,31360.0,Diesel,2.1
2019,29500.0,Semi-Auto,6643.0,Petrol,2.0
2019,28887.0,Automatic,9985.0,Diesel,2.0
2016,23299.0,Automatic,24735.0,Diesel,2.1
2019,30890.0,Automatic,5250.0,Diesel,2.0
2019,25199.0,Semi-Auto,14855.0,Petrol,1.5
2019,35298.0,Automatic,1894.0,Diesel,2.0
2019,30995.0,Semi-Auto,16.0,Petrol,2.0
2019,22270.0,Automatic,3233.0,Petrol,1.6
2018,19940.0,Semi-Auto,18882.0,Diesel,2.1
2016,19000.0,Semi-Auto,28632.0,Diesel,2.1
2017,22440.0,Semi-Auto,32629.0,Diesel,2.1
2015,13995.0,Automatic,96000.0,Diesel,2.1
2016,31495.0,Automatic,28968.0,Petrol,3.0
2017,19000.0,Semi-Auto,21657.0,Diesel,2.1
2016,19450.0,Manual,17097.0,Diesel,2.1
2019,31099.0,Automatic,1935.0,Petrol,2.0
2019,24306.0,Semi-Auto,15253.0,Diesel,2.0
2018,19495.0,Semi-Auto,11828.0,Diesel,2.1
2017,24132.0,Semi-Auto,12586.0,Diesel,2.1
2017,17990.0,Automatic,26000.0,Diesel,2.1
2013,9990.0,Semi-Auto,41842.0,Diesel,2.1
2019,30132.0,Semi-Auto,7165.0,Diesel,2.0
2019,60859.0,Semi-Auto,1000.0,Petrol,4.0
2015,17250.0,Automatic,20720.0,Diesel,2.1
2019,26890.0,Automatic,11444.0,Diesel,2.0
2019,28998.0,Manual,22.0,Petrol,1.6
2016,19998.0,Automatic,40500.0,Hybrid,2.0
2015,15275.0,Automatic,67889.0,Hybrid,2.1
2017,22280.0,Automatic,25023.0,Diesel,2.1
2019,19394.0,Semi-Auto,14203.0,Petrol,1.5
2011,8995.0,Automatic,69250.0,Diesel,2.1
2016,17998.0,Semi-Auto,6043.0,Diesel,1.6
2017,26949.0,Automatic,28058.0,Petrol,2.0
2019,26000.0,Semi-Auto,5046.0,Petrol,1.5
2015,12995.0,Automatic,131790.0,Hybrid,2.1
2017,14702.0,Manual,52207.0,Petrol,2.0
2017,16799.0,Automatic,20850.0,Diesel,1.6
2014,15280.0,Semi-Auto,25901.0,Diesel,2.1
2019,41099.0,Semi-Auto,8370.0,Petrol,3.0
2019,21480.0,Manual,2332.0,Petrol,1.6
2016,13600.0,Manual,46384.0,Petrol,2.0
2015,16499.0,Automatic,31063.0,Hybrid,2.1
2019,28990.0,Semi-Auto,2000.0,Diesel,2.0
2016,20890.0,Semi-Auto,25726.0,Diesel,2.1
2014,15998.0,Semi-Auto,66140.0,Diesel,2.1
2020,35999.0,Automatic,500.0,Diesel,2.0
2016,21440.0,Semi-Auto,26600.0,Diesel,2.1
2016,18999.0,Semi-Auto,28500.0,Diesel,2.1
2015,17500.0,Automatic,45566.0,Diesel,2.1
2019,20699.0,Semi-Auto,14593.0,Diesel,2.0
2012,8495.0,Automatic,51122.0,Diesel,2.2
2013,8099.0,Automatic,86136.0,Diesel,2.1
2019,34499.0,Semi-Auto,3822.0,Petrol,2.0
2019,29890.0,Semi-Auto,1587.0,Diesel,1.6
2019,23250.0,Automatic,15349.0,Diesel,2.0
2019,40849.0,Semi-Auto,10387.0,Petrol,3.0
2019,27349.0,Semi-Auto,5917.0,Diesel,2.0
2019,27980.0,Semi-Auto,10982.0,Petrol,1.5
2019,28429.0,Semi-Auto,5866.0,Diesel,1.6
2017,17100.0,Automatic,21388.0,Diesel,2.1
2017,21998.0,Semi-Auto,11986.0,Petrol,2.0
2016,16680.0,Semi-Auto,45588.0,Diesel,2.1
2017,16860.0,Semi-Auto,33964.0,Diesel,2.1
2013,10699.0,Automatic,57062.0,Diesel,2.1
2019,28990.0,Automatic,3569.0,Diesel,2.0
2019,22800.0,Semi-Auto,19526.0,Petrol,1.5
2015,10397.0,Manual,79881.0,Diesel,2.1
2011,8490.0,Automatic,59000.0,Diesel,2.1
2019,21980.0,Automatic,7716.0,Petrol,1.5
2019,25099.0,Automatic,4289.0,Petrol,1.5
2018,22899.0,Automatic,10346.0,Petrol,2.0
2019,33780.0,Semi-Auto,1980.0,Petrol,1.5
2016,15490.0,Semi-Auto,22178.0,Diesel,1.6
2019,23879.0,Manual,1000.0,Petrol,1.6
2016,27498.0,Semi-Auto,37941.0,Petrol,3.0
2019,29899.0,Semi-Auto,8601.0,Diesel,2.0
2017,13800.0,Manual,34015.0,Diesel,2.1
2014,14491.0,Manual,23000.0,Petrol,2.0
2019,24498.0,Semi-Auto,15838.0,Diesel,2.0
2019,25299.0,Semi-Auto,10234.0,Petrol,1.5
2017,21499.0,Automatic,11136.0,Diesel,2.1
2019,23444.0,Automatic,13279.0,Diesel,2.0
2018,23781.0,Semi-Auto,25111.0,Petrol,2.0
2016,15750.0,Automatic,15000.0,Diesel,2.1
2014,16450.0,Automatic,41000.0,Diesel,2.1
2016,17699.0,Semi-Auto,26500.0,Diesel,2.1
2019,31499.0,Semi-Auto,9486.0,Diesel,2.0
2016,14999.0,Automatic,80195.0,Diesel,2.1
2019,29690.0,Automatic,7500.0,Diesel,2.0
2019,29000.0,Semi-Auto,9809.0,Diesel,2.0
2019,27980.0,Automatic,3168.0,Diesel,2.0
2019,31999.0,Semi-Auto,2570.0,Diesel,2.0
2019,28299.0,Semi-Auto,7395.0,Diesel,2.0
2016,18799.0,Semi-Auto,6900.0,Petrol,2.0
2019,28799.0,Automatic,3489.0,Petrol,1.6
2019,28949.0,Semi-Auto,6565.0,Diesel,2.0
2019,27480.0,Automatic,10100.0,Diesel,2.0
2017,19700.0,Automatic,29516.0,Diesel,2.1
2019,23990.0,Semi-Auto,9160.0,Petrol,1.5
2016,20100.0,Automatic,16662.0,Hybrid,2.0
2015,14698.0,Semi-Auto,43331.0,Diesel,2.1
2019,32980.0,Semi-Auto,16.0,Petrol,1.5
2015,20000.0,Automatic,12050.0,Diesel,2.1
2019,30849.0,Semi-Auto,8473.0,Diesel,2.0
2019,25399.0,Semi-Auto,13636.0,Petrol,1.5
2016,18600.0,Automatic,24836.0,Diesel,1.6
2019,28000.0,Semi-Auto,9231.0,Diesel,2.0
2019,31299.0,Semi-Auto,4631.0,Diesel,2.0
2019,28466.0,Automatic,4938.0,Diesel,2.0
2014,9990.0,Automatic,60000.0,Diesel,2.1
2016,15000.0,Automatic,76200.0,Diesel,2.1
2016,11999.0,Manual,65548.0,Diesel,1.6
2017,22767.0,Automatic,30676.0,Diesel,2.1
2017,26455.0,Automatic,8514.0,Diesel,2.1
2019,25349.0,Semi-Auto,9172.0,Petrol,1.5
2019,18790.0,Semi-Auto,14288.0,Diesel,2.1
2017,18999.0,Automatic,38000.0,Hybrid,2.0
2019,48990.0,Semi-Auto,800.0,Petrol,3.0
2017,20200.0,Semi-Auto,21462.0,Diesel,2.1
2019,25980.0,Semi-Auto,13624.0,Petrol,1.5
2019,42990.0,Automatic,5545.0,Petrol,3.0
2019,27299.0,Automatic,386.0,Petrol,1.5
2018,20771.0,Semi-Auto,18321.0,Diesel,2.1
2016,15485.0,Automatic,58468.0,Hybrid,2.0
2019,27499.0,Semi-Auto,3462.0,Diesel,1.6
2019,41949.0,Semi-Auto,11470.0,Petrol,3.0
2019,30995.0,Automatic,5862.0,Petrol,2.0
2019,27999.0,Automatic,6537.0,Petrol,2.0
2016,15429.0,Semi-Auto,50446.0,Diesel,1.6
2017,22532.0,Semi-Auto,20150.0,Petrol,2.0
2019,28990.0,Automatic,2501.0,Diesel,2.0
2019,32540.0,Automatic,2960.0,Diesel,2.0
2016,19799.0,Semi-Auto,38500.0,Petrol,2.0
2019,33199.0,Automatic,3268.0,Petrol,2.0
2015,15490.0,Automatic,34000.0,Diesel,2.1
2018,27495.0,Semi-Auto,16347.0,Diesel,2.0
2019,31599.0,Semi-Auto,3115.0,Diesel,2.0
2016,23950.0,Automatic,25925.0,Diesel,2.1
2018,22032.0,Automatic,13558.0,Petrol,1.5
2016,16657.0,Semi-Auto,24247.0,Diesel,2.1
2017,25995.0,Automatic,20875.0,Diesel,2.1
2017,21900.0,Automatic,23665.0,Diesel,2.1
2019,27599.0,Semi-Auto,4664.0,Diesel,2.0
2019,37250.0,Automatic,3147.0,Diesel,2.0
2015,14940.0,Automatic,43000.0,Diesel,2.1
2018,18500.0,Automatic,28248.0,Diesel,2.1
2019,26949.0,Automatic,608.0,Petrol,2.0
2019,27500.0,Automatic,6995.0,Diesel,2.0
2018,29480.0,Semi-Auto,8228.0,Diesel,2.0
2017,17890.0,Automatic,36000.0,Petrol,2.0
2019,27299.0,Automatic,2584.0,Diesel,1.6
2019,20799.0,Semi-Auto,15536.0,Diesel,2.0
2017,19500.0,Automatic,42157.0,Diesel,2.1
2017,21958.0,Semi-Auto,14105.0,Diesel,2.1
2019,27890.0,Semi-Auto,8317.0,Diesel,2.0
2020,33998.0,Automatic,2000.0,Diesel,2.0
2016,18291.0,Automatic,26401.0,Hybrid,2.1
2017,22767.0,Automatic,30676.0,Diesel,2.1
2015,9392.0,Manual,108000.0,Diesel,2.1
2014,17990.0,Automatic,41011.0,Petrol,2.0
2018,22000.0,Semi-Auto,11439.0,Petrol,1.5
2017,21111.0,Semi-Auto,24900.0,Diesel,2.1
2017,18750.0,Semi-Auto,30000.0,Diesel,1.6
2017,36895.0,Semi-Auto,20699.0,Petrol,4.0
2019,35880.0,Automatic,10444.0,Diesel,2.0
2016,19000.0,Semi-Auto,37956.0,Hybrid,2.0
2019,30480.0,Semi-Auto,249.0,Diesel,2.0
2019,25349.0,Semi-Auto,10544.0,Petrol,1.5
2016,14299.0,Manual,34246.0,Diesel,2.1
2016,17950.0,Automatic,41050.0,Diesel,2.1
2019,35980.0,Semi-Auto,3566.0,Diesel,2.0
2017,16911.0,Semi-Auto,32390.0,Diesel,1.6
2018,25399.0,Automatic,18257.0,Diesel,2.1
2017,21399.0,Automatic,26213.0,Diesel,2.1
2019,20449.0,Semi-Auto,13181.0,Petrol,1.5
2018,20990.0,Semi-Auto,19650.0,Petrol,2.0
2019,25999.0,Semi-Auto,14344.0,Diesel,2.0
2013,22995.0,Semi-Auto,49964.0,Petrol,6.2
2013,8751.0,Semi-Auto,91046.0,Diesel,2.1
2019,49499.0,Semi-Auto,1000.0,Petrol,3.0
2019,29444.0,Automatic,15707.0,Diesel,2.0
2017,19980.0,Semi-Auto,38515.0,Diesel,2.1
2020,39099.0,Semi-Auto,1000.0,Petrol,2.0
2019,23980.0,Semi-Auto,5164.0,Petrol,1.5
2011,7449.0,Automatic,80268.0,Diesel,2.1
2017,17990.0,Automatic,23000.0,Diesel,2.1
2020,29980.0,Automatic,4235.0,Petrol,1.5
2020,30480.0,Semi-Auto,16.0,Diesel,2.0
2020,41999.0,Semi-Auto,4999.0,Petrol,3.0
2019,20699.0,Semi-Auto,10037.0,Diesel,2.1
2017,25248.0,Automatic,24003.0,Petrol,2.0
2014,13490.0,Semi-Auto,68422.0,Diesel,2.1
2015,16990.0,Automatic,7976.0,Petrol,2.0
2017,20990.0,Automatic,18000.0,Diesel,2.1
2010,5975.0,Automatic,90000.0,Diesel,2.1
2020,31950.0,Automatic,2985.0,Diesel,2.0
2018,21500.0,Automatic,15922.0,Diesel,2.1
2014,14999.0,Semi-Auto,39501.0,Diesel,2.1
2019,29480.0,Semi-Auto,1998.0,Petrol,1.5
2016,14750.0,Automatic,28612.0,Diesel,2.1
2015,16341.0,Semi-Auto,29963.0,Diesel,2.1
2019,26500.0,Automatic,6902.0,Petrol,1.5
2019,69399.0,Semi-Auto,1615.0,Petrol,4.0
2019,29349.0,Semi-Auto,4133.0,Diesel,2.0
2016,20995.0,Automatic,19805.0,Diesel,2.1
2019,30980.0,Semi-Auto,1995.0,Diesel,2.0
2016,21750.0,Automatic,15664.0,Petrol,2.0
2018,25302.0,Semi-Auto,17933.0,Diesel,2.1
2016,18995.0,Semi-Auto,38305.0,Diesel,2.1
2017,17999.0,Automatic,49859.0,Hybrid,2.1
2016,15910.0,Automatic,71991.0,Diesel,2.1
2020,33800.0,Semi-Auto,2406.0,Petrol,1.5
2016,19900.0,Automatic,3000.0,Petrol,2.0
2018,18399.0,Semi-Auto,31122.0,Diesel,2.1
2019,26925.0,Semi-Auto,9938.0,Petrol,1.5
2016,13500.0,Automatic,93620.0,Diesel,2.1
2019,25980.0,Semi-Auto,12436.0,Petrol,1.5
2019,33719.0,Automatic,1000.0,Diesel,2.0
2019,31999.0,Semi-Auto,1052.0,Diesel,2.0
2017,14995.0,Automatic,48054.0,Diesel,2.1
2019,29799.0,Semi-Auto,11576.0,Diesel,2.0
2020,29880.0,Semi-Auto,3000.0,Diesel,2.0
2019,28300.0,Semi-Auto,6519.0,Petrol,2.0
2017,23999.0,Semi-Auto,21212.0,Diesel,2.1
2016,19995.0,Semi-Auto,19488.0,Diesel,2.1
2017,18299.0,Semi-Auto,36152.0,Petrol,2.0
2015,11990.0,Manual,75920.0,Diesel,2.1
2016,21000.0,Semi-Auto,22156.0,Diesel,2.1
2019,20299.0,Semi-Auto,14973.0,Diesel,2.0
2017,22899.0,Semi-Auto,17800.0,Diesel,2.1
2016,10500.0,Manual,117760.0,Diesel,2.1
2015,15980.0,Automatic,41267.0,Diesel,2.1
2019,26599.0,Semi-Auto,3341.0,Petrol,1.5
2017,19000.0,Semi-Auto,20070.0,Diesel,2.1
2019,37995.0,Semi-Auto,1800.0,Diesel,2.0
2017,22499.0,Semi-Auto,14000.0,Diesel,2.1
2017,17890.0,Automatic,45437.0,Hybrid,2.0
2017,17395.0,Automatic,25917.0,Diesel,2.1
2018,28699.0,Semi-Auto,5234.0,Diesel,2.0
2019,31999.0,Automatic,1097.0,Diesel,2.0
2019,27199.0,Automatic,754.0,Petrol,1.5
2017,25999.0,Semi-Auto,2883.0,Petrol,2.0
2013,8799.0,Automatic,57172.0,Diesel,2.1
2019,20799.0,Semi-Auto,13356.0,Diesel,2.0
2019,26299.0,Semi-Auto,8214.0,Petrol,1.5
2019,32500.0,Semi-Auto,6877.0,Petrol,2.0
2014,10995.0,Automatic,68000.0,Diesel,1.8
2019,25799.0,Semi-Auto,10996.0,Petrol,1.5
2018,25299.0,Semi-Auto,13440.0,Diesel,2.0
2019,27500.0,Automatic,650.0,Diesel,1.6
2020,34900.0,Semi-Auto,3478.0,Petrol,2.0
2019,26299.0,Semi-Auto,5661.0,Petrol,1.5
2015,17450.0,Automatic,42377.0,Hybrid,2.1
2014,13600.0,Automatic,80579.0,Diesel,2.1
2019,34890.0,Semi-Auto,1139.0,Hybrid,2.0
2016,13295.0,Automatic,90980.0,Hybrid,2.0
2018,19298.0,Semi-Auto,39383.0,Hybrid,2.0
2015,15298.0,Semi-Auto,59925.0,Hybrid,2.0
2019,39894.0,Automatic,10585.0,Petrol,3.0
2017,18298.0,Semi-Auto,38195.0,Diesel,2.1
2019,27000.0,Semi-Auto,7721.0,Petrol,2.0
2016,14000.0,Automatic,45000.0,Diesel,2.1
2017,20995.0,Semi-Auto,14800.0,Diesel,2.1
2019,28382.0,Automatic,12585.0,Diesel,2.0
2016,15499.0,Manual,63478.0,Diesel,2.1
2019,29980.0,Semi-Auto,8202.0,Petrol,1.5
2019,35891.0,Automatic,4721.0,Diesel,2.0
2016,21000.0,Automatic,36000.0,Diesel,2.1
2019,21340.0,Automatic,12836.0,Petrol,1.5
2019,25349.0,Semi-Auto,10503.0,Petrol,1.5
2019,32498.0,Semi-Auto,1887.0,Petrol,1.5
2019,29650.0,Automatic,4501.0,Diesel,2.0
2015,13990.0,Automatic,50000.0,Petrol,2.0
2018,17100.0,Automatic,22655.0,Diesel,2.1
2019,31799.0,Semi-Auto,2273.0,Diesel,2.0
2015,16789.0,Semi-Auto,20100.0,Diesel,2.1
2019,35068.0,Semi-Auto,11226.0,Petrol,1.5
2019,27000.0,Automatic,1196.0,Petrol,1.5
2019,25080.0,Semi-Auto,3131.0,Petrol,1.5
2019,29799.0,Semi-Auto,9168.0,Diesel,2.0
2016,17981.0,Semi-Auto,10581.0,Diesel,1.6
2019,31899.0,Semi-Auto,1733.0,Diesel,2.0
2019,32995.0,Semi-Auto,4500.0,Diesel,2.0
2019,20980.0,Semi-Auto,14694.0,Petrol,1.5
2017,18498.0,Semi-Auto,20618.0,Diesel,2.1
2020,37899.0,Automatic,500.0,Diesel,2.0
2017,15000.0,Automatic,54700.0,Hybrid,2.1
2019,29480.0,Semi-Auto,7494.0,Diesel,2.0
2019,29500.0,Semi-Auto,7610.0,Diesel,2.0
2018,27950.0,Semi-Auto,10179.0,Diesel,2.0
2019,23589.0,Semi-Auto,13142.0,Diesel,2.0
2017,22000.0,Semi-Auto,46512.0,Diesel,2.1
2019,29990.0,Automatic,12986.0,Diesel,2.0
2017,19495.0,Semi-Auto,23136.0,Diesel,2.1
2019,23879.0,Manual,551.0,Petrol,1.6
2013,10500.0,Automatic,90000.0,Diesel,2.1
2017,20480.0,Automatic,30053.0,Hybrid,2.0
2016,30500.0,Automatic,18648.0,Petrol,3.0
2017,25599.0,Semi-Auto,17500.0,Petrol,2.0
2015,15495.0,Automatic,37200.0,Diesel,2.1
2017,36995.0,Automatic,25286.0,Petrol,3.0
2019,30980.0,Semi-Auto,1250.0,Diesel,2.0
2015,17700.0,Automatic,33430.0,Diesel,2.1
2016,38349.0,Semi-Auto,22000.0,Petrol,4.0
2019,37500.0,Semi-Auto,10261.0,Petrol,3.0
2019,19750.0,Semi-Auto,13695.0,Diesel,2.0
2019,33980.0,Semi-Auto,9.0,Diesel,2.0
2019,19849.0,Semi-Auto,13938.0,Petrol,1.5
2018,23995.0,Automatic,14876.0,Petrol,2.0
2017,24499.0,Semi-Auto,19169.0,Diesel,2.1
2019,26980.0,Semi-Auto,9477.0,Diesel,2.0
2017,15872.0,Manual,30000.0,Petrol,2.0
2019,24480.0,Semi-Auto,13314.0,Diesel,2.0
2018,26199.0,Automatic,9366.0,Diesel,2.1
2019,31199.0,Semi-Auto,4885.0,Diesel,2.0
2019,24389.0,Semi-Auto,2000.0,Petrol,1.5
2018,25399.0,Semi-Auto,18257.0,Diesel,2.1
2020,49990.0,Automatic,2000.0,Petrol,3.0
2019,23949.0,Semi-Auto,14658.0,Petrol,1.5
2019,31009.0,Automatic,2900.0,Diesel,2.0
2018,19775.0,Semi-Auto,45335.0,Diesel,2.1
2016,20500.0,Automatic,25113.0,Diesel,2.1
2017,21991.0,Semi-Auto,20249.0,Diesel,2.1
2018,29232.0,Semi-Auto,8673.0,Diesel,2.0
2019,31990.0,Semi-Auto,4615.0,Diesel,2.0
2016,16600.0,Automatic,56827.0,Diesel,2.1
2019,24998.0,Semi-Auto,22400.0,Petrol,1.5
2019,35299.0,Semi-Auto,100.0,Diesel,2.0
2019,26299.0,Semi-Auto,13149.0,Diesel,2.0
2019,28900.0,Semi-Auto,1416.0,Petrol,2.0
2017,37199.0,Semi-Auto,5376.0,Petrol,3.0
2018,23249.0,Automatic,8796.0,Petrol,1.5
2015,16480.0,Automatic,44929.0,Diesel,2.1
2019,19849.0,Semi-Auto,14074.0,Petrol,1.5
2019,30950.0,Automatic,101.0,Diesel,2.0
2018,17470.0,Automatic,22345.0,Diesel,1.6
2019,32499.0,Semi-Auto,1300.0,Petrol,1.5
2017,21991.0,Semi-Auto,19953.0,Diesel,2.1
2017,16791.0,Semi-Auto,45624.0,Diesel,2.1
2019,31980.0,Automatic,3933.0,Diesel,2.0
2013,9798.0,Semi-Auto,60948.0,Diesel,2.1
2016,12800.0,Manual,40595.0,Diesel,2.1
2015,17901.0,Semi-Auto,9601.0,Petrol,2.0
2019,25199.0,Semi-Auto,5856.0,Diesel,2.0
2016,14000.0,Automatic,81960.0,Hybrid,2.0
2019,34399.0,Semi-Auto,3353.0,Diesel,2.0
2019,29980.0,Semi-Auto,9454.0,Diesel,2.0
2017,20600.0,Semi-Auto,29543.0,Diesel,2.1
2017,14399.0,Manual,18862.0,Petrol,2.0
2016,17890.0,Automatic,44184.0,Petrol,2.0
2019,30599.0,Semi-Auto,2259.0,Diesel,1.6
2018,22199.0,Semi-Auto,32809.0,Diesel,2.1
2015,18191.0,Semi-Auto,11470.0,Diesel,1.6
2019,30980.0,Semi-Auto,3402.0,Petrol,1.5
2019,29980.0,Semi-Auto,16.0,Diesel,1.6
2016,19290.0,Semi-Auto,17600.0,Diesel,2.1
2019,25995.0,Semi-Auto,7868.0,Diesel,1.6
2018,25500.0,Semi-Auto,10592.0,Diesel,2.1
2017,21750.0,Automatic,34450.0,Hybrid,2.0
2013,8595.0,Automatic,82685.0,Diesel,2.1
2017,23800.0,Automatic,13800.0,Diesel,2.1
2019,20249.0,Semi-Auto,14681.0,Petrol,1.5
2018,15999.0,Automatic,26930.0,Petrol,2.0
2016,20990.0,Semi-Auto,20972.0,Diesel,2.1
2019,23498.0,Semi-Auto,19204.0,Diesel,2.0
2014,12900.0,Semi-Auto,24600.0,Petrol,1.6
2016,19799.0,Automatic,17000.0,Diesel,2.1
2019,36791.0,Automatic,6664.0,Diesel,2.0
2017,21800.0,Automatic,34408.0,Petrol,2.0
2015,16732.0,Automatic,33350.0,Diesel,2.1
2019,25389.0,Semi-Auto,3000.0,Petrol,1.5
2019,34990.0,Automatic,3196.0,Diesel,1.6
2017,31664.0,Automatic,19067.0,Petrol,3.0
2019,26890.0,Semi-Auto,1705.0,Petrol,1.6
2018,22201.0,Semi-Auto,22318.0,Diesel,2.1
2018,23799.0,Automatic,5905.0,Petrol,2.0
2019,29799.0,Semi-Auto,8959.0,Diesel,2.0
2017,13610.0,Manual,32783.0,Petrol,2.0
2016,18480.0,Semi-Auto,25996.0,Diesel,2.1
2020,39994.0,Semi-Auto,2499.0,Diesel,2.0
2019,22498.0,Semi-Auto,10455.0,Petrol,1.5
2019,30516.0,Automatic,5465.0,Petrol,2.0
2017,21770.0,Semi-Auto,32790.0,Diesel,2.1
2017,17330.0,Semi-Auto,22684.0,Diesel,2.1
2018,29199.0,Semi-Auto,4715.0,Diesel,2.0
2019,30399.0,Semi-Auto,9829.0,Diesel,2.0
2015,15700.0,Automatic,21695.0,Diesel,2.1
2017,20836.0,Automatic,20742.0,Hybrid,2.1
2019,28990.0,Semi-Auto,17743.0,Diesel,2.0
2019,26049.0,Semi-Auto,9693.0,Petrol,1.5
2016,13999.0,Manual,28960.0,Diesel,1.6
2016,21991.0,Semi-Auto,32924.0,Diesel,2.1
2017,14500.0,Automatic,48280.0,Diesel,1.6
2016,18745.0,Automatic,26344.0,Diesel,2.1
2019,24999.0,Automatic,11574.0,Petrol,1.5
2017,23450.0,Automatic,18199.0,Diesel,2.1
2013,9995.0,Automatic,69000.0,Petrol,1.6
2017,25000.0,Automatic,9507.0,Petrol,2.0
2019,37950.0,Automatic,1820.0,Diesel,2.0
2017,21750.0,Automatic,16750.0,Diesel,2.1
2017,22770.0,Automatic,14052.0,Diesel,2.1
2015,11998.0,Semi-Auto,42245.0,Diesel,2.1
2018,42525.0,Semi-Auto,10467.0,Petrol,4.0
2015,14899.0,Automatic,73127.0,Diesel,2.1
2014,14200.0,Manual,31543.0,Diesel,2.1
2016,13990.0,Manual,57138.0,Diesel,2.1
2019,32900.0,Automatic,3000.0,Diesel,2.0
2019,20299.0,Semi-Auto,14316.0,Petrol,1.5
2019,25449.0,Semi-Auto,13197.0,Petrol,1.5
2018,27498.0,Semi-Auto,9255.0,Diesel,2.0
2016,20500.0,Automatic,16801.0,Diesel,2.1
2018,20498.0,Semi-Auto,7894.0,Diesel,2.1
2019,24498.0,Semi-Auto,12629.0,Diesel,2.1
2016,36399.0,Semi-Auto,27416.0,Petrol,4.0
2019,25995.0,Automatic,8999.0,Diesel,1.6
2018,39249.0,Automatic,7297.0,Petrol,3.0
2017,19899.0,Automatic,52160.0,Hybrid,2.1
2018,27499.0,Semi-Auto,7073.0,Diesel,2.0
2018,22399.0,Semi-Auto,5678.0,Diesel,1.6
2019,28388.0,Semi-Auto,4900.0,Diesel,2.0
2012,8990.0,Automatic,91000.0,Diesel,2.1
2014,14999.0,Automatic,42256.0,Diesel,2.1
2015,11695.0,Manual,103820.0,Diesel,2.1
2018,27990.0,Automatic,8400.0,Diesel,2.0
2019,20249.0,Semi-Auto,10658.0,Petrol,1.5
2019,25399.0,Semi-Auto,10260.0,Petrol,1.5
2019,25494.0,Automatic,4158.0,Petrol,1.5
2015,18199.0,Automatic,33720.0,Diesel,2.1
2019,31199.0,Semi-Auto,4979.0,Petrol,2.0
2014,14498.0,Semi-Auto,39442.0,Diesel,2.1
2016,16499.0,Automatic,28392.0,Diesel,2.1
2017,33990.0,Automatic,30000.0,Petrol,4.0
2019,30995.0,Automatic,4829.0,Petrol,2.0
2016,17800.0,Automatic,39379.0,Diesel,2.1
2017,15652.0,Automatic,20418.0,Diesel,2.1
2019,27099.0,Semi-Auto,1327.0,Petrol,1.5
2017,25900.0,Automatic,15808.0,Diesel,2.1
2016,15699.0,Semi-Auto,30301.0,Diesel,2.1
2017,24880.0,Automatic,14843.0,Diesel,2.1
2019,66899.0,Semi-Auto,262.0,Petrol,4.0
2014,16995.0,Automatic,37600.0,Diesel,2.1
2019,30480.0,Semi-Auto,4688.0,Diesel,2.0
2018,21999.0,Automatic,36926.0,Diesel,2.0
2016,17300.0,Automatic,42310.0,Diesel,2.1
2013,10490.0,Automatic,64498.0,Diesel,2.1
2019,41949.0,Semi-Auto,8315.0,Petrol,3.0
2019,27799.0,Automatic,3070.0,Diesel,1.6
2019,29998.0,Semi-Auto,836.0,Petrol,2.0
2015,15995.0,Automatic,39000.0,Diesel,1.6
2019,19749.0,Semi-Auto,14619.0,Petrol,1.5
2014,10822.0,Automatic,70824.0,Diesel,2.1
2019,24980.0,Semi-Auto,4238.0,Petrol,1.5
2019,29980.0,Semi-Auto,1568.0,Diesel,1.6
2019,28749.0,Semi-Auto,13741.0,Diesel,2.0
2016,13000.0,Manual,69385.0,Diesel,2.1
2019,28390.0,Semi-Auto,7050.0,Petrol,2.0
2019,35740.0,Semi-Auto,20016.0,Petrol,3.0
2016,18750.0,Semi-Auto,22557.0,Diesel,2.1
2015,15998.0,Semi-Auto,32023.0,Diesel,2.1
2020,33469.0,Semi-Auto,1000.0,Diesel,1.6
2019,20299.0,Semi-Auto,14088.0,Petrol,1.5
2016,23991.0,Automatic,27500.0,Petrol,2.0
2017,16495.0,Semi-Auto,25656.0,Diesel,1.6
2019,32998.0,Semi-Auto,2258.0,Petrol,1.5
2019,31980.0,Semi-Auto,3986.0,Diesel,2.0
2019,26399.0,Semi-Auto,7645.0,Petrol,1.5
2013,7000.0,Manual,109447.0,Diesel,2.1
2018,28149.0,Automatic,9273.0,Diesel,2.0
2020,65990.0,Semi-Auto,999.0,Petrol,4.0
2014,12262.0,Semi-Auto,39547.0,Diesel,2.1
2019,33842.0,Semi-Auto,3950.0,Petrol,2.0
2019,28795.0,Semi-Auto,11054.0,Diesel,2.0
2019,25104.0,Semi-Auto,14725.0,Diesel,2.0
2017,15999.0,Automatic,24518.0,Diesel,2.1
2019,23980.0,Semi-Auto,13864.0,Diesel,2.0
2019,19849.0,Semi-Auto,14085.0,Petrol,1.5
2019,24299.0,Semi-Auto,12321.0,Diesel,2.0
2019,20299.0,Semi-Auto,14316.0,Petrol,1.5
2019,24299.0,Semi-Auto,14333.0,Diesel,2.0
2017,20988.0,Automatic,30728.0,Petrol,2.0
